ID_ANIMAL,NOMBRE,SEXO
258,isiete,Macho
288,podete,Hembra
276,tisuciqide,Hembra
45,eeauto,Hembra
349,puvuau,Macho
27,wedupagoca,Hembra
247,abaiciocaivu,Macho
328,upueea,Macho
248,mo,Macho
352,eoaebiazoapa,Macho
149,oeeoeedepe,Macho
26,si,Macho
300,oyuoxa,Macho
269,decavudeme,Macho
425,odaoieaouiie,Macho
433,dagusudapo,Macho
353,ibaagoeguuvo,Macho
42,iguoqoodiudo,Macho
252,agiipu,Hembra
60,ivoikougauso,Macho
346,ubiicoidiiyu,Macho
286,po,Hembra
205,powesobove,Macho
136,sayacifude,Hembra
8,upieoa,Hembra
318,ajaicauuaoni,Macho
136,apiaooopiuio,Macho
297,iwoopiefuuva,Macho
151,ci,Hembra
258,defieo,Macho
51,dacomofaea,Hembra
151,aoaasuaduive,Hembra
393,xuseue,Hembra
15,tajeda,Macho
274,auaugoeeiupi,Hembra
374,eu,Hembra
66,oizuiedugo,Macho
11,ugeiuuadaupo,Macho
380,gepagoeeoe,Macho
291,tadidagute,Hembra
138,souiiisape,Hembra
188,utoaceapauoo,Macho
135,oosieaaudi,Hembra
174,egiawoudiaxa,Macho
405,osiine,Macho
36,ui,Hembra
8,du,Macho
48,gehodo,Macho
229,co,Macho
146,padevacoci,Hembra
289,gaoafi,Hembra
68,aciipu,Hembra
102,ieeadu,Hembra
108,huvogedofo,Hembra
13,begideeeie,Hembra
105,do,Hembra
421,asuuuu,Hembra
421,oi,Macho
428,utioue,Hembra
299,gu,Hembra
40,eobouueaao,Hembra
444,oe,Hembra
171,xopavi,Hembra
247,ocoeno,Hembra
13,vugooi,Macho
136,ietuvodogo,Hembra
362,uieiti,Hembra
43,iwiueuegiidi,Macho
407,ofiuou,Hembra
7,guoufacibe,Hembra
252,weuebu,Hembra
418,vedati,Macho
84,docisa,Hembra
277,epoeaoinoipo,Macho
165,uvuiuu,Hembra
3,isoefe,Macho
26,puuinekipo,Hembra
28,dogisodure,Macho
418,oreutuaviesu,Macho
28,oibisalodu,Hembra
134,guoubi,Macho
334,gevuueeebu,Hembra
107,mu,Macho
387,cefuaafepe,Macho
285,fedebapaeo,Macho
332,udaiuu,Hembra
338,oqiauu,Hembra
260,lauufarape,Macho
308,fe,Hembra
63,iuoanaeweuae,Macho
393,to,Hembra
374,osuopuaouaga,Hembra
370,eiaogu,Hembra
198,peveoagupu,Macho
295,ueeedo,Hembra
1,dukaeo,Hembra
335,oduofeeuauqe,Hembra
157,fibegapubi,Hembra
166,defoqo,Macho
393,uu,Macho
46,cesouopoii,Hembra
373,apeeha,Hembra
75,oouipo,Macho
13,reoubopapu,Macho
291,macuuabaka,Hembra
297,ooouga,Hembra
365,pepedi,Macho
111,cufiei,Macho
360,aipilusede,Macho
177,be,Macho
28,iesofe,Hembra
208,difagopuie,Macho
64,go,Macho
99,eoiedosuvo,Macho
71,itaupaeseara,Macho
319,upoiiueieuie,Hembra
356,ba,Macho
427,ficaoa,Hembra
182,pe,Macho
31,fotupocive,Macho
92,be,Hembra
68,eabededixe,Macho
379,ivoeue,Hembra
6,ataaiu,Macho
368,desita,Hembra
373,ufuuio,Macho
87,ogeepa,Hembra
392,amoova,Macho
386,ti,Macho
120,peuasaceta,Hembra
362,iuiotuouaouo,Macho
431,toperi,Macho
22,sogupu,Macho
32,ipiaya,Hembra
37,atoobiodaufe,Macho
136,oteieiumeidu,Hembra
365,iseakaoaoubu,Macho
245,hi,Macho
243,aaeofeevoiao,Macho
368,qigaga,Hembra
450,wopasa,Macho
155,ugeipeofoifu,Hembra
117,xamuvifusa,Macho
377,vodecueuyi,Hembra
358,deeode,Hembra
453,co,Macho
421,hu,Hembra
407,ciioda,Hembra
281,uyeofoadieoo,Hembra
69,kipocetoea,Macho
239,supupupepu,Hembra
47,iwieoaeveapu,Macho
321,ovaagoegoocu,Macho
44,ubiiwu,Macho
22,do,Hembra
40,ofueeeoqaura,Hembra
387,edaaiu,Macho
165,dixitaeede,Macho
369,bu,Hembra
355,evoigi,Hembra
411,neoadareae,Hembra
421,su,Hembra
92,uveuvoigooci,Macho
432,iseorausueoe,Macho
153,nigugosefi,Hembra
448,oluibo,Macho
317,do,Macho
143,ao,Macho
10,ti,Hembra
425,navufigigi,Hembra
68,sopiua,Macho
353,bo,Hembra
340,upeive,Hembra
255,depuru,Macho
346,epoidueuuato,Hembra
142,ijuajaafiuai,Macho
7,odaari,Hembra
338,lubijo,Hembra
120,kurasetiei,Macho
361,foguqe,Macho
215,ikuude,Macho
43,vaqiii,Hembra
408,ufaafa,Hembra
303,xi,Hembra
21,aubede,Hembra
357,iioaviasiigu,Macho
453,sopupa,Hembra
281,te,Macho
106,doqurididu,Macho
330,oiiovo,Macho
413,apuifiabiuoa,Macho
279,sududosuto,Macho
362,ipuioo,Macho
314,pofoti,Macho
162,codedudibu,Hembra
317,do,Hembra
160,ofaote,Macho
196,awuieo,Macho
26,ea,Macho
373,uvaeduebuopi,Macho
51,goiifodata,Hembra
45,adiide,Hembra
87,uoeuge,Hembra
389,ifaoii,Macho
319,iiuapa,Macho
47,uiooleisuuqo,Macho
425,vufete,Hembra
436,geguqiaepa,Hembra
95,uoiacoesauga,Macho
137,udoisoocoede,Macho
329,po,Hembra
315,ufiowo,Macho
25,idaiauodeaco,Macho
47,ufeoce,Hembra
75,oepedofipu,Hembra
125,aoouieagoodo,Macho
258,paxudafusu,Macho
231,aobixa,Macho
368,oauofo,Macho
72,deaoeiaivu,Hembra
345,opooki,Hembra
205,eroiou,Macho
217,evioui,Macho
439,isiuco,Hembra
428,su,Hembra
410,fivoaobedi,Macho
179,ofooti,Macho
28,risahocoua,Hembra
168,vi,Macho
343,izaagu,Macho
92,edeaoo,Hembra
340,du,Macho
170,ficeba,Hembra
124,ibeego,Hembra
378,fu,Hembra
122,anaefoileooe,Hembra
13,po,Macho
27,dadiuapepa,Macho
319,efiubeacoadu,Hembra
241,begoqofife,Macho
324,dagaei,Hembra
47,eiuupo,Hembra
180,tagofu,Macho
242,sopueaoadu,Macho
152,dedabuhomo,Hembra
385,eteoaoaoiisa,Hembra
414,dueeposopi,Macho
173,oizaaovogi,Hembra
60,opiugeopiapo,Hembra
339,oveatuuuiasi,Hembra
266,bieadatave,Macho
177,gacipi,Hembra
43,efeedeoiouqi,Hembra
65,depeeohuju,Macho
71,de,Hembra
353,io,Macho
58,ueueruapoesu,Macho
334,cudugi,Macho
134,co,Hembra
411,qopipoiuve,Macho
200,otueioikoaei,Macho
338,uoeuae,Hembra
87,wo,Hembra
132,atuoeo,Macho
61,go,Macho
439,oekurayudu,Hembra
330,yodida,Hembra
143,oi,Hembra
154,ieuogoaueauu,Hembra
359,avoode,Hembra
119,jibuko,Hembra
273,colifeoopi,Hembra
366,witesieudi,Macho
22,bupoguauvu,Hembra
286,adoive,Hembra
290,pa,Hembra
166,ekuaiuuceimi,Macho
140,capeqe,Hembra
105,gieefe,Macho
233,odiasi,Hembra
108,daeabediko,Hembra
115,ueoapaequuei,Macho
128,cahouevoue,Macho
